,Nom_com
19187,Loisey
19188,Loison
19189,Longeaux
19190,Longchamps-sur-Aire
19191,Longeville-en-Barrois
19193,Louppy-le-Château
19194,Louppy-sur-Loison
19196,Luzy-Saint-Martin
19198,Maizey
19200,Mandres-en-Barrois
19201,Mangiennes
19202,Manheulles
19204,Marre
19207,Marville
19209,Maulan
19210,Mauvages
19211,Maxey-sur-Vaise
19212,Mécrin
19213,Méligny-le-Grand
19215,Menaucourt
19217,Ménil-la-Horgne
19218,Ménil-sur-Saulx
19219,Merles-sur-Loison
19220,Milly-sur-Bradon
19222,Mognéville
19225,Mont-devant-Sassey
19226,Montfaucon-d'Argonne
19227,Les Monthairons
19228,Montiers-sur-Saulx
19229,Montigny-devant-Sassey
19231,Montmédy
19232,Montplonne
19234,Montzéville
19235,Moranville
19237,Morley
19238,Mouilly
19239,Moulainville
19240,Moulins-Saint-Hubert
19242,Mouzay
19243,Murvaux
19244,Muzeray
19245,Naives-en-Blois
19246,Naix-aux-Forges
19248,Nançois-sur-Ornain
19254,Nettancourt
19257,Neuville-lès-Vaucouleurs
19258,Neuville-sur-Ornain
19259,Neuvilly-en-Argonne
19260,Nicey-sur-Aire
19261,Nouillonpont
19262,Olizy-sur-Chiers
19265,Ourches-sur-Meuse
19266,Pagny-la-Blanche-Côte
19267,Pagny-sur-Meuse
19268,Pareid
19270,Les Paroches
19272,Pierrefitte-sur-Aire
19273,Pillon
19274,Pintheville
19275,Pont-sur-Meuse
19276,Pouilly-sur-Meuse
19278,Quincy-Landzécourt
19280,Rambucourt
19281,Rancourt-sur-Ornain
19283,Rarécourt
19284,Récicourt
19289,Remoiville
19290,Resson
19291,Revigny-sur-Ornain
19292,Réville-aux-Bois
19296,Rigny-la-Salle
19298,Robert-Espagne
19300,Romagne-sous-les-Côtes
19301,Romagne-sous-Montfaucon
19303,Rouvres-en-Woëvre
19304,Rouvrois-sur-Meuse
19305,Rouvrois-sur-Othain
19307,Rupt-aux-Nonains
19309,Rupt-en-Woëvre
19313,Saint-Aubin-sur-Aire
19314,Saint-Germain-sur-Meuse
19315,Saint-Jean-lès-Buzy
19316,Saint-Joire
19317,Saint-Julien-sous-les-Côtes
19318,Saint-Laurent-sur-Othain
19319,Saint-Maurice-sous-les-Côtes
19320,Saint-Mihiel
19321,Saint-Pierrevillers
19323,Salmagne
19324,Sampigny
19327,Saudrupt
19329,Sauvigny
19331,Savonnières-devant-Bar
19332,Savonnières-en-Perthois
19333,Seigneulles
19334,Senon
19335,Senoncourt-les-Maujouy
19338,Seuzey
19339,Silmont
19340,Sivry-la-Perche
19341,Sivry-sur-Meuse
19342,Sommedieue
19343,Sommeilles
19344,Sommelonne
19345,Sorbey
19346,Sorcy-Saint-Martin
19347,Souilly
19348,Stainville
19349,Stenay
19350,Taillancourt
19351,Tannois
19352,Thierville-sur-Meuse
19354,Thillot
19355,Thonne-la-Long
19356,Thonne-le-Thil
19357,Thonne-les-Près
19358,Thonnelle
19359,Tilly-sur-Meuse
19360,Trémont-sur-Saulx
19362,Tréveray
19363,Tronville-en-Barrois
19364,Troussey
19365,Troyon
19366,Ugny-sur-Meuse
19367,Vacherauville
19369,Vadonville
19370,Varennes-en-Argonne
19372,Vassincourt
19373,Vaubecourt
19374,Vaucouleurs
19380,Vavincourt
19381,Velaines
19382,Velosnes
19383,Verdun
19384,Verneuil-Grand
19385,Verneuil-Petit
19388,Vignot
19389,Villécloye
19392,Ville-en-Woëvre
19394,Villers-aux-Vents
19396,Villers-le-Sec
19399,Villers-sur-Meuse
19400,Ville-sur-Cousances
19401,Ville-sur-Saulx
19402,Villotte-devant-Louppy
19403,Villotte-sur-Aire
19408,Warcq
19411,Willeroncourt
19412,Wiseppe
19413,Woël
19414,Woimbey
19416,Allaire
19417,Ambon
19418,Arradon
19419,Arzal
19420,Augan
19421,Auray
19422,Baden
19423,Bangor
19424,Baud
19425,Béganne
19426,Beignon
19427,Belz
19428,Berné
19429,Berric
19430,Bignan
19431,Billiers
19432,Billio
19433,Bohal
19434,Brandérion
19435,Brandivy
19436,Brech
19437,Bréhan
19438,Brignac
19439,Bubry
19440,Buléon
19441,Caden
19442,Calan
19443,Camoël
19444,Camors
19445,Campénéac
19446,Carentoir
19447,Carnac
19448,Caro
19449,Caudan
19450,La Chapelle-Neuve
19451,Cléguer
19452,Cléguérec
19453,Colpo
19454,Concoret
19455,Cournon
19456,Le Cours
19457,Crach
19458,Crédin
19459,Le Croisty
19460,Croixanvec
19461,La Croix-Helléan
19462,Cruguel
19463,Damgan
19464,Elven
19465,Erdeven
19466,Étel
19467,Évriguet
19468,Le Faouët
19469,Férel
19470,Les Fougerêts
19471,La Gacilly
19472,Gâvres
19473,Gestel
19474,Gourhel
19475,Gourin
19476,Grand-Champ
19477,La Grée-Saint-Laurent
19478,Groix
19479,Guégon
19480,Guéhenno
19481,Gueltas
19482,Guémené-sur-Scorff
19483,Guénin
19484,Guern
19485,Le Guerno
19486,Guidel
19487,Guillac
19488,Guilliers
19489,Guiscriff
19490,Helléan
19491,Hennebont
19492,Le Hézo
19493,Hœdic
19494,Île-d'Houat
19495,Île-aux-Moines
19496,Île-d'Arz
19497,Inguiniel
19498,Inzinzac-Lochrist
19499,Josselin
19500,Kerfourn
19501,Kergrist
19502,Kervignac
19503,Landaul
19504,Landévant
19505,Lanester
19506,Langoëlan
19507,Langonnet
19508,Languidic
19510,Lantillac
19511,Lanvaudan
19512,Lanvénégen
19513,Larmor-Baden
19514,Larmor-Plage
19515,Larré
19516,Lauzach
19517,Lignol
19518,Limerzel
19519,Lizio
19520,Locmalo
19521,Locmaria
19522,Locmaria-Grand-Champ
19523,Locmariaquer
19524,Locminé
19525,Locmiquélic
19526,Locoal-Mendon
19527,Locqueltas
19528,Lorient
19529,Loyat
19530,Malansac
19531,Malestroit
19532,Malguénac
19533,Marzan
19534,Mauron
19535,Melrand
19536,Ménéac
19537,Merlevenez
19538,Meslan
19539,Meucon
19540,Missiriac
19541,Mohon
19542,Molac
19543,Monteneuf
19544,Monterblanc
19545,Montertelot
19546,Moréac
19547,Moustoir-Ac
19548,Muzillac
19549,Néant-sur-Yvel
19550,Neulliac
19551,Nivillac
19552,Nostang
19553,Noyal-Muzillac
19554,Noyal-Pontivy
19555,Le Palais
19556,Péaule
19557,Peillac
19558,Pénestin
19559,Persquen
19560,Plaudren
19561,Plescop
19562,Pleucadeuc
19563,Pleugriffet
19564,Ploemel
19565,Ploemeur
19566,Ploërdut
19567,Ploeren
19569,Plouay
19570,Plougoumelen
19571,Plouharnel
19572,Plouhinec
19573,Plouray
19574,Pluherlin
19575,Plumelec
19577,Plumelin
19578,Plumergat
19579,Pluneret
19580,Pontivy
19581,Pont-Scorff
19582,Porcaro
19583,Port-Louis
19584,Priziac
19585,Questembert
19586,Quéven
19587,Quiberon
19588,Quistinic
19589,Radenac
19590,Réguiny
19591,Réminiac
19592,Riantec
19593,Rieux
19594,La Roche-Bernard
19595,Rochefort-en-Terre
19596,Roudouallec
19597,Ruffiac
19598,Le Saint
19599,Saint-Abraham
19600,Saint-Aignan
19601,Saint-Allouestre
19602,Saint-Armel
19603,Saint-Avé
19604,Saint-Barthélemy
19605,Saint-Brieuc-de-Mauron
19606,Sainte-Brigitte
19607,Saint-Caradec-Trégomel
19608,Saint-Congard
19609,Saint-Dolay
19610,Saint-Gérand
19611,Saint-Gildas-de-Rhuys
19612,Saint-Gonnery
19613,Saint-Gorgon
19614,Saint-Gravé
19615,Saint-Guyomard
19616,Sainte-Hélène
19617,Saint-Jacut-les-Pins
19618,Saint-Jean-Brévelay
19619,Saint-Jean-la-Poterie
19620,Saint-Laurent-sur-Oust
19621,Saint-Léry
19622,Saint-Malo-de-Beignon
19623,Saint-Malo-des-Trois-Fontaines
19624,Saint-Marcel
19625,Saint-Martin-sur-Oust
19626,Saint-Nicolas-du-Tertre
19627,Saint-Nolff
19628,Saint-Perreux
19629,Saint-Philibert
19630,Saint-Pierre-Quiberon
19631,Saint-Servant
19632,Saint-Thuriau
19633,Saint-Tugdual
19634,Saint-Vincent-sur-Oust
19635,Sarzeau
19636,Sauzon
19637,Séglien
19638,Séné
19639,Sérent
19640,Silfiac
19641,Le Sourn
19642,Sulniac
19643,Surzur
19644,Taupont
19645,Théhillac
19646,Le Tour-du-Parc
19647,Tréal
19648,Trédion
19649,Treffléan
19650,Tréhorenteuc
19651,La Trinité-Porhoët
19652,La Trinité-sur-Mer
19653,La Trinité-Surzur
19654,Vannes
19655,La Vraie-Croix
19656,Bono
19657,Sainte-Anne-d'Auray
19658,Kernascléden
19659,Aboncourt
19661,Abreschviller
19663,Achen
19664,Adaincourt
19665,Adelange
19666,Ajoncourt
19667,Alaincourt-la-Côte
19668,Albestroff
19669,Algrange
19670,Alsting
19671,Altrippe
19672,Altviller
19673,Alzing
19674,Amanvillers
19675,Amelécourt
19676,Ancerville
19677,Angevillers
19678,Antilly
19679,Anzeling
19680,Apach
19681,Arraincourt
19682,Argancy
19683,Arriance
19684,Arry
19685,Ars-Laquenexy
19686,Ars-sur-Moselle
19687,Arzviller
19689,Assenoncourt
19690,Attilloncourt
19691,Aube
19692,Audun-le-Tiche
19693,Augny
19694,Aulnois-sur-Seille
19695,Aumetz
19696,Avricourt
19697,Ay-sur-Moselle
19698,Azoudange
19699,Bacourt
19700,Baerenthal
19701,Bambiderstroff
19703,Le Ban-Saint-Martin
19704,Barchain
19705,Baronville
19706,Barst
19707,Bassing
19708,Baudrecourt
19709,Bazoncourt
19710,Bébing
19711,Béchy
19712,Behren-lès-Forbach
19714,Bénestroff
19715,Béning-lès-Saint-Avold
19716,Berg-sur-Moselle
19717,Bérig-Vintrange
19718,Berling
19719,Bermering
19720,Berthelming
19721,Bertrange
19722,Berviller-en-Moselle
19723,Bettange
19724,Bettborn
19725,Bettelainville
19726,Betting
19727,Bettviller
19728,Beux
19729,Beyren-lès-Sierck
19731,Bibiche
19733,Bidestroff
19734,Biding
19735,Bining
19736,Bioncourt
19737,Bionville-sur-Nied
19738,Bisten-en-Lorraine
19739,Bistroff
19740,Bitche
19741,Blanche-Église
19742,Bliesbruck
19743,Blies-Ébersing
19744,Blies-Guersviller
19745,Boucheporn
19746,Boulange
19747,Bourgaltroff
19748,Bourdonnay
19749,Bourscheid
19750,Bousbach
19751,Bousse
19752,Bousseviller
19753,Boust
19754,Boustroff
19755,Bouzonville
19756,Bréhain
19757,Breidenbach
19758,Breistroff-la-Grande
19759,Brettnach
19760,Bronvaux
19762,Brouderdorff
19763,Brouviller
19764,Brulange
19765,Buchy
19766,Buding
19767,Budling
19768,Buhl-Lorraine
19769,Burlioncourt
19770,Burtoncourt
19771,Cappel
19772,Carling
19773,Cattenom
19774,Chailly-lès-Ennery
19775,Chambrey
19776,Chanville
19777,Charleville-sous-Bois
19778,Charly-Oradour
19780,Château-Rouge
19781,Châtel-Saint-Germain
19782,Chémery-les-Deux
19783,Cheminot
19785,Chérisey
19786,Chesny
19788,Chieulles
19789,Clouange
19790,Coincy
19791,Coin-lès-Cuvry
19792,Coin-sur-Seille
19793,Colligny-Maizery
19794,Colmen
19795,Conthil
19796,Contz-les-Bains
19797,Corny-sur-Moselle
19798,Coume
19799,Courcelles-sur-Nied
19800,Craincourt
19801,Créhange
19802,Creutzwald
19803,Cutting
19804,Cuvry
19805,Dalem
19806,Dalhain
19807,Dalstein
19808,Danne-et-Quatre-Vents
19809,Dannelbourg
19810,Delme
19811,Denting
19812,Desseling
19814,Diane-Capelle
19815,Diebling
19816,Dieuze
19817,Diffembach-lès-Hellimer
19818,Distroff
19819,Dolving
19821,Donjeux
19822,Donnelay
19823,Ébersviller
19824,Éblange
19825,Éguelshardt
19826,Eincheville
19827,Elvange
19828,Elzange
19829,Enchenberg
19830,Ennery
19831,Entrange
19832,Epping
19833,Erching
19834,Ernestviller
19835,Erstroff
19836,Escherange
19837,Les Étangs
19838,Etting
19839,Etzling
19840,Évrange
19841,Falck
19842,Farébersviller
19843,Farschviller
19844,Fénétrange
19845,Fèves
19846,Féy
19847,Filstroff
19848,Fixem
19849,Flastroff
19850,Fleisheim
19851,Flétrange
19852,Fleury
19853,Flévy
19854,Flocourt
19855,Folkling
19856,Folschviller
19857,Fonteny
19858,Fontoy
19859,Fossieux
19860,Foulcrey
19861,Fouligny
19863,Francaltroff
19865,Frauenberg
19866,Freistroff
19868,Frémestroff
19869,Fresnes-en-Saulnois
19870,Freybouse
19871,Fribourg
19872,Gandrange
19873,Garrebourg
19874,Gavisse
19875,Gelucourt
19878,Glatigny
19879,Goin
19880,Gondrexange
19881,Gorze
19882,Gosselming
19883,Gravelotte
19884,Grémecey
19885,Gréning
19886,Grindorff-Bizing
19887,Grosbliederstroff
19888,Gros-Réderching
19889,Grostenquin
19890,Grundviller
19891,Guebenhouse
19893,Guéblange-lès-Dieuze
19894,Le Val-de-Guéblange
19895,Guébling
19896,Guénange
19897,Guenviller
19899,Guerstling
19900,Guerting
19901,Guessling-Hémering
19902,Guinglange
19903,Guinkirchen
19905,Guntzviller
19906,Haboudange
19907,Hagen
19908,Hagondange
19909,Hallering
19910,Halstroff
19911,Basse-Ham
19912,Ham-sous-Varsberg
19913,Hambach
19914,Hampont
19915,Hangviller
19917,Han-sur-Nied
19918,Hanviller
19920,Hargarten-aux-Mines
19921,Harprich
19922,Harreberg
19923,Hartzviller
19924,Haselbourg
19925,Haspelschiedt
19926,Hattigny
19927,Hauconcourt
19928,Haut-Clocher
19929,Havange
19930,Hayes
19931,Hazembourg
19932,Heining-lès-Bouzonville
19933,Hellering-lès-Fénétrange
19934,Hellimer
19935,Helstroff
19936,Hémilly
19937,Héming
19938,Henridorff
19939,Henriville
19940,Hérange
19941,Hermelange
19942,Herny
19943,Hertzing
19944,Hesse
19945,Hestroff
19946,Hettange-Grande
19947,Hilbesheim
19948,Hilsprich
19949,Hinckange
19951,Holling
19952,Holving
19953,Hombourg-Budange
19954,Hombourg-Haut
19955,Hommarting
19956,Hommert
19957,Honskirch
19958,L'Hôpital
19959,Hoste
19960,Hottviller
19961,Hultehouse
19962,Hundling
19963,Hunting
19964,Ibigny
19965,Illange
19966,Imling
19967,Inglange
19968,Insming
19969,Insviller
19970,Ippling
19971,Jallaucourt
19972,Jouy-aux-Arches
19973,Jury
19974,Jussy
19976,Juville
19977,Kalhausen
19978,Kanfen
19979,Kappelkinger
19980,Kédange-sur-Canner
19981,Kemplich
19982,Kerbach
19983,Kerling-lès-Sierck
19984,Kerprich-aux-Bois
19985,Kirsch-lès-Sierck
19986,Kirschnaumen
19987,Kirviller
19988,Klang
19989,Knutange
19990,Kœnigsmacker
19991,Haute-Kontz
19992,Kuntzig
19993,Lachambre
19994,Lafrimbolle
19995,Lagarde
19996,Lambach
19997,Landange
19998,Landroff
19999,Laneuveville-lès-Lorquin
20000,Laneuveville-en-Saulnois
20001,Langatte
20002,Languimberg
20003,Laning
20004,Laquenexy
20005,Laudrefang
20006,Laumesfeld
20007,Launstroff
20008,Lelling
20009,Lemberg
20011,Lemud
20012,Lengelsheim
20013,Léning
20014,Lesse
20015,Lessy
20017,Leyviller
20020,Liederschiedt
20021,Liéhon
20022,Lindre-Basse
20024,Liocourt
20025,Lixheim
20026,Lixing-lès-Rouhling
20027,Lixing-lès-Saint-Avold
20028,Lhor
20029,Lommerange
20030,Longeville-lès-Metz
20031,Longeville-lès-Saint-Avold
20032,Lorquin
20033,Lorry-lès-Metz
20034,Lorry-Mardigny
20036,Loudrefing
20037,Loupershouse
20038,Loutzviller
20039,Louvigny
20041,Lucy
20042,Luppy
20043,Luttange
20044,Lutzelbourg
20045,Mainvillers
20046,Maizeroy
20047,Maizières-lès-Metz
20048,Maizières-lès-Vic
20049,Malaucourt-sur-Seille
20050,Malling
20051,Malroy
20053,Manhoué
20054,Manom
20055,Many
20056,Marange-Silvange
20057,Marange-Zondrange
20058,Marieulles
20060,Marly
20061,Marsal
20062,Marsilly
20063,Marthille
20064,La Maxe
20065,Maxstadt
20066,Mécleuves
20067,Mégange
20068,Meisenthal
20069,Menskirch
20070,Merschweiller
20071,Merten
20072,Métairies-Saint-Quirin
20073,Metting
20074,Metzeresche
20075,Metzervisse
20076,Metzing
20077,Mey
20078,Mittelbronn
20079,Mittersheim
20081,Momerstroff
20082,Moncheux
20084,Mondelange
20085,Mondorff
20086,Monneren
20087,Montbronn
20089,Montenach
20090,Montigny-lès-Metz
20091,Montois-la-Montagne
20092,Ogy-Montoy-Flanville
20093,Morhange
20094,Morsbach
20095,Morville-lès-Vic
20096,Morville-sur-Nied
20097,Moussey
20098,Mouterhouse
20099,Moyenvic
20100,Moyeuvre-Petite
20101,Mulcey
20102,Munster
20103,Narbéfontaine
20104,Nébing
20105,Nelling
20106,Neufchef
20107,Neufgrange
20110,Neunkirchen-lès-Bouzonville
20111,Niderhoff
20112,Niderviller
20113,Niederstinzel
20114,Niedervisse
20115,Nilvange
20116,Nitting
20117,Noisseville
20118,Norroy-le-Veneur
20119,Nouilly
20120,Nousseviller-lès-Bitche
20121,Nousseviller-Saint-Nabor
20122,Novéant-sur-Moselle
20123,Oberdorff
20124,Obergailbach
20125,Oberstinzel
20126,Obervisse
20128,Œting
20129,Ommeray
20131,Ormersviller
20132,Orny
20134,Ottange
20135,Ottonville
20136,Oudrenne
20137,Pagny-lès-Goin
20138,Pange
20139,Peltre
20140,Petit-Réderching
20141,Petit-Tenquin
20142,Petite-Rosselle
20143,Pettoncourt
20145,Phalsbourg
20146,Philippsbourg
20147,Pierrevillers
20148,Plaine-de-Walsch
20149,Plappeville
20150,Plesnois
20151,Pommérieux
20152,Pontoy
20153,Pontpierre
20154,Porcelette
20155,Postroff
20156,Pouilly
20157,Pournoy-la-Chétive
20158,Pournoy-la-Grasse
20159,Prévocourt
20160,Puttelange-aux-Lacs
20161,Puttelange-lès-Thionville
20163,Puzieux
20164,Racrange
20165,Rahling
20166,Ranguevaux
20167,Raville
20168,Réchicourt-le-Château
20169,Rédange
20170,Réding
20171,Rémelfang
20172,Rémelfing
20173,Rémeling
20174,Rémering
20175,Rémering-lès-Puttelange
20176,Rémilly
20177,Réning
20178,Basse-Rentgen
20179,Retonfey
20180,Rettel
20181,Reyersviller
20183,Rhodes
20184,Riche
20185,Richeling
20186,Richemont
20187,Richeval
20188,Rimling
20189,Rochonvillers
20190,Rodalbe
20191,Rodemack
20192,Rohrbach-lès-Bitche
20193,Rolbing
20194,Rombas
20195,Romelfing
20196,Roncourt
20199,Rosbruck
20200,Rosselange
20201,Rouhling
20202,Roupeldange
20203,Roussy-le-Village
20204,Rozérieulles
20205,Rurange-lès-Thionville
20206,Russange
20207,Rustroff
20208,Sailly-Achâtel
20209,Saint-Avold
20210,Sainte-Barbe
20211,Saint-Epvre
20212,Saint-François-Lacroix
20213,Saint-Georges
20214,Saint-Hubert
20215,Saint-Jean-de-Bassel
20216,Saint-Jean-Kourtzerode
20217,Saint-Jean-Rohrbach
20218,Saint-Julien-lès-Metz
20219,Saint-Jure
20220,Saint-Louis
20221,Saint-Louis-lès-Bitche
20222,Sainte-Marie-aux-Chênes
20223,Saint-Médard
20224,Saint-Privat-la-Montagne
20225,Saint-Quirin
20226,Sainte-Ruffine
20227,Salonnes
20228,Sanry-lès-Vigy
20229,Sanry-sur-Nied
20230,Sarralbe
20231,Sarraltroff
20232,Sarrebourg
20233,Sarreinsming
20234,Saulny
20235,Schalbach
20236,Schmittviller
20237,Schneckenbusch
20238,Schœneck
20239,Schorbach
20240,Schwerdorff
20241,Schweyen
20242,Scy-Chazelles
20243,Secourt
20244,Seingbouse
20245,Semécourt
20246,Serémange-Erzange
20247,Servigny-lès-Raville
20248,Servigny-lès-Sainte-Barbe
20249,Sierck-les-Bains
20250,Siersthal
20251,Sillegny
20253,Silly-sur-Nied
20254,Solgne
20255,Sorbey
20257,Soucht
20258,Sturzelbronn
20260,Talange
20262,Tenteling
20263,Terville
20264,Téterchen
20265,Teting-sur-Nied
20266,Théding
20267,Thicourt
20268,Thimonville
20270,Tincry
20271,Torcheville
20273,Trémery
20274,Tritteling-Redlach
20275,Tromborn
20277,Uckange
20278,Vahl-Ebersing
20279,Vahl-lès-Bénestroff
20280,Vahl-lès-Faulquemont
20281,Vallerange
20282,Valmestroff
20283,Valmont
20286,Vantoux
20287,Vany
20288,Varsberg
20289,Vasperviller
20290,Vatimont
20291,Vaudreching
20292,Vaux
20293,Vaxy
20294,Veckersviller
20295,Veckring
20296,Velving
20297,Vergaville
20298,Vernéville
20299,Verny
20300,Vescheim
20301,Vibersviller
20302,Vic-sur-Seille
20303,Vieux-Lixheim
20304,Haute-Vigneulles
20305,Vigny
20306,Vigy
20307,Viller
20308,Villers-Stoncourt
20310,Villing
20311,Vilsberg
20312,Virming
20313,Vitry-sur-Orne
20314,Vittersbourg
20315,Vittoncourt
20316,Viviers
20317,Voimhaut
20318,Volmerange-lès-Boulay
20319,Volmerange-les-Mines
20320,Volmunster
20321,Volstroff
20322,Voyer
20323,Vry
20325,Waldhouse
20326,Waldweistroff
20327,Waldwisse
20328,Walschbronn
20329,Walscheid
20330,Waltembourg
20331,Wiesviller
20332,Willerwald
20333,Wintersbourg
20334,Wittring
20335,Vœlfling-lès-Bouzonville
20336,Wœlfling-lès-Sarreguemines
20337,Woippy
20338,Woustviller
20340,Xanrey
20341,Xocourt
20342,Xouaxange
20343,Yutz
20345,Zetting
20346,Zilling
20347,Zimming
20349,Zoufftgen
20350,Diesen
20351,Stuckange
20352,Achun
20353,Alligny-Cosne
20354,Alligny-en-Morvan
20355,Alluy
20356,Amazy
20357,Anlezy
20358,Annay
20359,Anthien
20360,Arbourse
20361,Arleuf
20362,Armes
20363,Arquian
20366,Asnan
20367,Asnois
20368,Aunay-en-Bazois
20371,Avril-sur-Loire
20372,Azy-le-Vif
20373,Bazoches
20374,Béard
20375,Beaumont-la-Ferrière
20376,Beaumont-Sardolles
20378,Biches
20379,Billy-Chevannes
20380,Billy-sur-Oisy
20381,Bitry
20382,Blismes
20383,Bona
20384,Bouhy
20385,Brassy
20386,Breugnon
20387,Brèves
20388,Brinay
20389,Brinon-sur-Beuvron
20390,Bulcy
20392,La Celle-sur-Loire
20393,La Celle-sur-Nièvre
20394,Cercy-la-Tour
20395,Cervon
20396,Cessy-les-Bois
20400,Champlemy
20402,Champvert
20403,Champvoux
20404,La Chapelle-Saint-André
20405,La Charité-sur-Loire
20406,Charrin
20407,Chasnay
20408,Château-Chinon (Ville)
20409,Château-Chinon (Campagne)
20410,Châteauneuf-Val-de-Bargis
20411,Châtillon-en-Bazois
20413,Chaulgnes
20414,Chaumard
20415,Chaumot
20417,Chevannes-Changy
20418,Chevenon
20419,Chevroches
20420,Chiddes
20421,Chitry-les-Mines
20423,Ciez
20425,La Collancelle
20426,Colméry
20427,Corancy
20428,Corbigny
20430,Corvol-l'Orgueilleux
20431,Cossaye
20432,Coulanges-lès-Nevers
20433,Couloutre
20434,Courcelles
20435,Crux-la-Ville
20436,Cuncy-lès-Varzy
20437,Dampierre-sous-Bouhy
20438,Decize
20439,Devay
20441,Dirol
20442,Dommartin
20443,Dompierre-sur-Nièvre
20444,Donzy
20445,Dornecy
20446,Dornes
20447,Druy-Parigny
20448,Dun-les-Places
20449,Dun-sur-Grandry
20451,Entrains-sur-Nohain
20452,Epiry
20453,Fâchin
20454,La Fermeté
20456,Fléty
20457,Fleury-sur-Loire
20458,Flez-Cuzy
20459,Fourchambault
20460,Fours
20462,Gâcogne
20463,Garchizy
20464,Germenay
20465,Germigny-sur-Loire
20467,Gimouille
20468,Giry
20470,Gouloux
20471,Grenois
20472,Guérigny
20473,Guipy
20475,Imphy
20479,Langeron
20480,Lanty
20481,Larochemillay
20483,Limanton
20484,Limon
20485,Livry
20486,Lormes
20487,Lucenay-lès-Aix
20488,Lurcy-le-Bourg
20489,Luthenay-Uxeloup
20490,Luzy
20491,Lys
20492,La Machine
20493,Magny-Cours
20495,La Maison-Dieu
20496,La Marche
20497,Marcy
20498,Marigny-l'Église
20499,Mars-sur-Allier
20500,Marigny-sur-Yonne
20501,Maux
20502,Menestreau
20503,Menou
20504,Mesves-sur-Loire
20505,Metz-le-Comte
20506,Mhère
20507,Millay
20509,Monceaux-le-Comte
20510,Montapas
20511,Montambert
20512,Montaron
20513,Montenoison
20514,Mont-et-Marré
20515,Montigny-aux-Amognes
20516,Montigny-en-Morvan
20517,Montigny-sur-Canne
20518,Montreuillon
20519,Moraches
20520,Moulins-Engilbert
20522,Moussy
20523,Moux-en-Morvan
20525,Myennes
20526,Nannay
20527,Narcy
20528,Neuffontaines
20529,Neuilly
20530,Neuville-lès-Decize
20531,Neuvy-sur-Loire
20532,Nevers
20533,La Nocle-Maulaix
20534,Nolay
20535,Nuars
20536,Oisy
20537,Onlay
20538,Ouagne
20539,Oudan
20542,Vaux d'Amognes
20543,Ouroux-en-Morvan
20545,Parigny-les-Vaux
20546,Pazy
20547,Perroy
20548,Planchez
20549,Poil
20550,Poiseux
20551,Pougny
20552,Pougues-les-Eaux
20553,Pouilly-sur-Loire
20554,Pouques-Lormes
20555,Pousseaux
20556,Prémery
20557,Préporché
20558,Raveau
20559,Rémilly
20560,Rix
20561,Rouy
20563,Saincaize-Meauce
20564,Saint-Agnan
20565,Saint-Amand-en-Puisaye
20566,Saint-Andelain
20567,Saint-André-en-Morvan
20569,Saint-Aubin-les-Forges
20570,Saint-Benin-d'Azy
20571,Saint-Benin-des-Bois
20573,Saint-Brisson
20574,Sainte-Colombe-des-Bois
20576,Saint-Éloi
20577,Saint-Firmin
20579,Saint-Germain-Chassenay
20580,Saint-Germain-des-Bois
20581,Saint-Gratien-Savigny
20582,Saint-Hilaire-en-Morvan
20583,Saint-Hilaire-Fontaine
20584,Saint-Honoré-les-Bains
20585,Saint-Jean-aux-Amognes
20586,Saint-Laurent-l'Abbaye
20587,Saint-Léger-de-Fougeret
20588,Saint-Léger-des-Vignes
20589,Saint-Loup
20590,Saint-Malo-en-Donziois
20592,Saint-Martin-d'Heuille
20593,Saint-Martin-du-Puy
20594,Saint-Martin-sur-Nohain
20596,Saint-Ouen-sur-Loire
20597,Saint-Parize-en-Viry
20598,Saint-Père
20599,Saint-Péreuse
20600,Saint-Pierre-du-Mont
20601,Saint-Pierre-le-Moûtier
20602,Saint-Quentin-sur-Nohain
20603,Saint-Révérien
20604,Saint-Saulge
20605,Saint-Seine
20606,Saint-Sulpice
20607,Saint-Vérain
20608,Saizy
20609,Sardy-lès-Épiry
20610,Savigny-Poil-Fol
20611,Saxi-Bourdon
20612,Sémelay
20613,Sermages
20614,Sermoise-sur-Loire
20615,Sichamps
20616,Sougy-sur-Loire
20617,Suilly-la-Tour
20618,Surgy
20621,Tamnay-en-Bazois
20622,Tannay
20623,Tazilly
20625,Ternant
20627,Thianges
20628,Tintury
20629,Toury-Lurcy
20630,Toury-sur-Jour
20631,Tresnay
20632,Trois-Vèvres
20633,Tronsanges
20634,Trucy-l'Orgueilleux
20635,Urzy
20636,Vandenesse
20637,Varennes-lès-Narcy
20638,Varennes-Vauzelles
20639,Varzy
20640,Vauclaix
20641,Verneuil
20642,Vielmanay
20644,Villapourçon
20646,Ville-Langy
20647,Villiers-sur-Yonne
20648,Vitry-Laché
20649,Abancourt
20650,Abscon
20651,Aibes
20652,Aix-en-Pévèle
20653,Allennes-les-Marais
20654,Amfroipret
20655,Anhiers
20656,Aniche
20657,Anneux
20658,Annœullin
20659,Anor
20660,Anstaing
20661,Anzin
20662,Arleux
20663,Armbouts-Cappel
20664,Arnèke
20665,Artres
20666,Assevent
20667,Attiches
20668,Aubencheul-au-Bac
20669,Auberchicourt
20670,Aubers
20671,Aubigny-au-Bac
20672,Aubry-du-Hainaut
20673,Auby
20674,Auchy-lez-Orchies
20675,Audignies
