,Nom_com
1464,Allemagne-en-Provence
1467,Annot
1470,Aubignosc
1472,Auzet
1473,Banon
1474,Barcelonnette
1475,Barles
1476,Barras
1477,Barrême
1478,Beaujeu
1479,Beauvezer
1480,Bellaffaire
1481,Bevons
1482,Beynes
1484,Bras-d'Asse
1485,Braux
1486,Ubaye-Serre-Ponçon
1487,La Brillanne
1488,Brunet
1489,Le Brusquet
1491,Le Castellet
1492,Castellet-lès-Sausses
1493,Céreste
1494,Champtercier
1497,Châteauneuf-Val-Saint-Donat
1499,Chaudon-Norante
1500,Clamensane
1501,Claret
1502,Clumanc
1503,Colmars
1504,Corbières-en-Provence
1505,Cruis
1506,Curbans
1508,Dauphin
1509,Demandolx
1511,Entrevaux
1512,Entrevennes
1513,L'Escale
1515,Faucon-de-Barcelonnette
1516,Fontienne
1517,Forcalquier
1518,Le Fugeret
1522,Gréoux-les-Bains
1524,Jausiers
1525,Lambruisse
1526,Lardiers
1527,Le Lauzet-Ubaye
1528,Limans
1529,Lurs
1531,Mallefougasse-Augès
1532,Mallemoisson
1533,Mane
1534,Manosque
1535,Marcoux
1536,Méailles
1537,Les Mées
1538,Melve
1539,Mézel
1540,Mirabeau
1541,Mison
1542,Montclar
1543,Montfort
1544,Montfuron
1546,Montlaux
1547,Montsalier
1548,Moriez
1549,La Motte-du-Caire
1550,Moustiers-Sainte-Marie
1552,Niozelles
1553,Noyers-sur-Jabron
1554,Les Omergues
1555,Ongles
1557,Oraison
1558,Peyroules
1559,Peyruis
1560,Piégut
1561,Pierrerue
1562,Pierrevert
1564,Puimichel
1565,Puimoisson
1566,Quinson
1568,Reillanne
1569,Revest-des-Brousses
1570,Revest-du-Bion
1572,Riez
1573,La Rochegiron
1576,Roumoules
1577,Saint-André-les-Alpes
1578,Saint-Benoît
1580,Sainte-Croix-du-Verdon
1581,Saint-Étienne-les-Orgues
1585,Saint-Julien-d'Asse
1586,Saint-Julien-du-Verdon
1587,Saint-Jurs
1590,Saint-Maime
1591,Saint-Martin-de-Brômes
1594,Saint-Paul-sur-Ubaye
1596,Saint-Pons
1597,Sainte-Tulle
1598,Saint-Vincent-sur-Jabron
1599,Salignac
1600,Saumane
1601,Sausses
1602,Selonnet
1603,Seyne
1604,Sigonce
1605,Sigoyer
1606,Sisteron
1608,Sourribes
1609,Tartonne
1610,Thèze
1611,Thorame-Basse
1612,Les Thuiles
1613,Turriers
1615,Vachères
1617,Valbelle
1618,Valensole
1619,Valernes
1620,Vaumeilh
1621,Venterol
1624,Le Vernet
1625,Villars-Colmars
1626,Villemus
1627,Villeneuve
1628,Volonne
1629,Volx
1630,Abriès-Ristolas
1631,Aiguilles
1632,Ancelle
1633,L'Argentière-la-Bessée
1634,Arvieux
1635,Aspremont
1637,Aspres-sur-Buëch
1638,Avançon
1639,Baratier
1640,Barcillonnette
1641,Barret-sur-Méouge
1642,La Bâtie-Montsaléon
1643,La Bâtie-Neuve
1644,La Bâtie-Vieille
1645,La Beaume
1646,Le Bersac
1647,Bréziers
1648,Briançon
1650,Buissard
1651,Ceillac
1652,Cervières
1653,Chabestan
1654,Chabottes
1655,Champcella
1656,Champoléon
1659,Châteauroux-les-Alpes
1660,Châteauvieux
1662,Chorges
1663,Crévoux
1664,Crots
1665,Embrun
1667,L'Épine
1669,Espinasses
1671,Eygliers
1672,La Fare-en-Champsaur
1673,La Faurie
1674,Forest-Saint-Julien
1675,Fouillouse
1676,Freissinières
1677,La Freissinouse
1678,Furmeyer
1679,Le Glaizil
1680,La Grave
1681,La Chapelle-en-Valgaudémar
1682,Guillestre
1684,Jarjayes
1685,Laragne-Montéglin
1686,Lardier-et-Valença
1687,Laye
1688,Lazer
1689,Lettret
1690,Manteyer
1692,Molines-en-Queyras
1693,Monêtier-Allemont
1694,Le Monêtier-les-Bains
1697,Mont-Dauphin
1698,Montgardin
1699,Montgenèvre
1701,Montmaur
1703,La Motte-en-Champsaur
1705,Neffes
1706,Névache
1708,Le Noyer
1709,Orpierre
1710,Les Orres
1712,Pelleautier
1714,Le Poët
1715,Poligny
1716,Prunières
1717,Puy-Saint-André
1718,Puy-Saint-Eusèbe
1719,Puy-Saint-Pierre
1720,Puy-Saint-Vincent
1721,Puy-Sanières
1723,Rambaud
1724,Réallon
1725,Remollon
1726,Réotier
1727,Ribeyret
1728,Risoul
1729,Rochebrune
1730,La Roche-de-Rame
1731,La Roche-des-Arnauds
1732,La Rochette
1733,Rosans
1734,Rousset
1735,Saint-André-d'Embrun
1736,Saint-André-de-Rosans
1737,Saint-Apollinaire
1739,Saint-Chaffrey
1740,Saint-Clément-sur-Durance
1742,Saint-Crépin
1743,Saint-Étienne-le-Laus
1744,Saint-Firmin
1745,Saint-Jacques-en-Valgodemard
1746,Saint-Julien-en-Beauchêne
1747,Saint-Julien-en-Champsaur
1748,Saint-Laurent-du-Cros
1749,Saint-Léger-les-Mélèzes
1750,Saint-Martin-de-Queyrières
1751,Saint-Maurice-en-Valgodemard
1752,Saint-Michel-de-Chaillol
1753,Saint-Pierre-d'Argençon
1755,Saint-Sauveur
1756,Saint-Véran
1760,La Salle-les-Alpes
1761,La Saulce
1762,Le Sauze-du-Lac
1763,Savines-le-Lac
1764,Savournon
1765,Serres
1767,Sigoyer
1769,Tallard
1770,Théus
1771,Trescléoux
1772,Upaix
1773,Val-des-Prés
1774,Valserres
1775,Vars
1776,Ventavon
1777,Veynes
1778,Les Vigneaux
1779,Villar-d'Arêne
1781,Villar-Saint-Pancrace
1782,Vitrolles
1785,Ascros
1786,Aspremont
1787,Auribeau-sur-Siagne
1790,Le Bar-sur-Loup
1791,Beaulieu-sur-Mer
1792,Beausoleil
1793,Belvédère
1794,Bendejun
1795,Berre-les-Alpes
1796,Beuil
1797,Bézaudun-les-Alpes
1798,Biot
1799,Blausasc
1800,La Bollène-Vésubie
1801,Bonson
1802,Bouyon
1803,Breil-sur-Roya
1804,Briançonnet
1805,Le Broc
1806,Cabris
1807,Caille
1808,Cantaron
1809,Cap-d'Ail
1810,Carros
1811,Castagniers
1812,Castellar
1813,Castillon
1814,Caussols
1815,Châteauneuf-Grasse
1816,Châteauneuf-Villevieille
1818,Cipières
1819,Clans
1820,Coaraze
1821,La Colle-sur-Loup
1823,Colomars
1825,Contes
1826,Courmes
1827,Coursegoules
1829,Cuébris
1830,Daluis
1831,Drap
1832,Duranus
1833,L'Escarène
1834,Escragnolles
1835,Èze
1836,Falicon
1838,Fontan
1840,Gattières
1841,La Gaude
1842,Gilette
1843,Gorbio
1844,Gourdon
1845,Gréolières
1846,Guillaumes
1848,Isola
1849,Lantosque
1851,Malaussène
1853,Le Mas
1854,Massoins
1855,Menton
1856,Mouans-Sartoux
1857,Mougins
1858,Moulinet
1860,Opio
1861,Pégomas
1862,Peillon
1863,La Penne
1864,Peymeinade
1866,Pierrefeu
1867,Puget-Rostang
1868,Puget-Théniers
1869,Revest-les-Roches
1870,Rigaud
1872,Roquebillière
1873,Roquefort-les-Pins
1874,Roquestéron
1876,La Roquette-sur-Siagne
1877,La Roquette-sur-Var
1878,Roubion
1880,Le Rouret
1881,Sainte-Agnès
1882,Saint-André-de-la-Roche
1884,Saint-Auban
1885,Saint-Blaise
1886,Saint-Cézaire-sur-Siagne
1888,Saint-Jean-Cap-Ferrat
1889,Saint-Jeannet
1890,Saint-Laurent-du-Var
1893,Saint-Martin-du-Var
1894,Saint-Paul-de-Vence
1895,Saint-Sauveur-sur-Tinée
1896,Saint-Vallier-de-Thiey
1898,Saorge
1900,Sigale
1901,Sospel
1902,Spéracèdes
1904,Le Tignet
1905,Toudon
1906,Touët-de-l'Escarène
1907,Touët-sur-Var
1908,La Tour
1909,Tourette-du-Château
1910,Tournefort
1911,Tourrette-Levens
1912,Tourrettes-sur-Loup
1913,La Trinité
1914,La Turbie
1915,Valdeblore
1916,Valderoure
1917,Venanson
1918,Vence
1919,Villars-sur-Var
1920,Villefranche-sur-Mer
1922,Villeneuve-Loubet
1923,La Brigue
1924,Accons
1925,Ailhon
1926,Aizac
1928,Alba-la-Romaine
1929,Albon-d'Ardèche
1930,Alboussière
1931,Alissas
1932,Andance
1933,Annonay
1935,Arcens
1936,Ardoix
1937,Arlebosc
1938,Arras-sur-Rhône
1939,Les Assions
1941,Aubenas
1942,Aubignas
1943,Baix
1944,Balazuc
1945,Banne
1946,Barnas
1947,Le Béage
1948,Beauchastel
1949,Beaulieu
1950,Beaumont
1951,Beauvène
1952,Berzème
1953,Bessas
1954,Bidon
1955,Boffres
1956,Bogy
1957,Borée
1959,Bozas
1960,Boucieu-le-Roi
1961,Boulieu-lès-Annonay
1962,Bourg-Saint-Andéol
1963,Brossainc
1964,Burzet
1966,Chalencon
1968,Chambonas
1969,Champagne
1970,Champis
1971,Chandolas
1972,Chanéac
1973,Charmes-sur-Rhône
1974,Charnas
1975,Chassiers
1976,Châteaubourg
1977,Châteauneuf-de-Vernoux
1978,Chauzon
1979,Chazeaux
1980,Cheminas
1981,Le Cheylard
1982,Chirols
1983,Chomérac
1984,Colombier-le-Cardinal
1985,Colombier-le-Jeune
1986,Colombier-le-Vieux
1987,Cornas
1988,Coucouron
1989,Coux
1990,Le Crestet
1991,Creysseilles
1992,Cruas
1993,Darbres
1994,Davézieux
1995,Désaignes
1996,Devesset
1998,Dornas
1999,Dunière-sur-Eyrieux
2000,Eclassan
2001,Empurany
2002,Étables
2003,Fabras
2004,Faugères
2005,Félines
2006,Flaviac
2007,Fons
2009,Genestelle
2010,Gilhac-et-Bruzac
2011,Gilhoc-sur-Ormèze
2012,Gluiras
2013,Glun
2015,Gras
2016,Gravières
2017,Grospierres
2018,Guilherand-Granges
2020,Issarlès
2021,Jaujac
2022,Jaunac
2023,Joannas
2024,Joyeuse
2025,Juvinas
2026,Labastide-sur-Bésorgues
2027,Labastide-de-Virac
2028,Labatie-d'Andaure
2029,Labeaume
2030,Labégude
2031,Lablachère
2032,Laboule
2033,Le Lac-d'Issarlès
2035,Lachapelle-Graillouse
2036,Lachapelle-sous-Aubenas
2037,Lachapelle-sous-Chanéac
2039,Lagorce
2040,Lalevade-d'Ardèche
2041,Lalouvesc
2042,Lamastre
2043,Lanarce
2044,Lanas
2045,Largentière
2046,Larnas
2047,Laurac-en-Vivarais
2050,Lavilledieu
2051,Laviolle
2052,Lemps
2053,Lentillères
2054,Lespéron
2055,Limony
2057,Lussas
2058,Lyas
2059,Malbosc
2060,Marcols-les-Eaux
2061,Mariac
2062,Mars
2063,Mauves
2064,Mayres
2065,Mazan-l'Abbaye
2066,Mercuer
2067,Meyras
2068,Meysse
2069,Mézilhac
2070,Mirabel
2072,Montpezat-sous-Bauzon
2073,Montréal
2076,Nozières
2077,Les Ollières-sur-Eyrieux
2078,Orgnac-l'Aven
2079,Ozon
2080,Pailharès
2081,Payzac
2082,Peaugres
2084,Peyraud
2086,Planzolles
2087,Plats
2088,Pont-de-Labeaume
2089,Pourchères
2090,Le Pouzin
2091,Prades
2092,Pradons
2093,Pranles
2094,Préaux
2095,Privas
2096,Prunet
2097,Quintenas
2098,Ribes
2099,Rochecolombe
2100,Rochemaure
2101,Rochepaule
2102,Rocher
2103,Rochessauve
2105,Rocles
2106,Roiffieux
2107,Rosières
2109,Ruoms
2110,Sablières
2111,Sagnes-et-Goudoulet
2112,Saint-Alban-d'Ay
2114,Saint-Andéol-de-Berg
2116,Saint-Andéol-de-Vals
2117,Saint-André-de-Cruzières
2118,Saint-André-en-Vivarais
2119,Saint-André-Lachamp
2120,Saint-Apollinaire-de-Rias
2121,Saint-Barthélemy-le-Meil
2122,Saint-Barthélemy-Grozon
2123,Saint-Barthélemy-le-Plain
2124,Saint-Basile
2125,Saint-Bauzile
2126,Saint-Christol
2127,Saint-Cierge-la-Serre
2128,Saint-Cierge-sous-le-Cheylard
2129,Saint-Cirgues-de-Prades
2130,Saint-Cirgues-en-Montagne
2131,Saint-Clair
2133,Saint-Cyr
2134,Saint-Désirat
2135,Saint-Didier-sous-Aubenas
2136,Saint-Étienne-de-Boulogne
2137,Saint-Étienne-de-Fontbellon
2138,Saint-Étienne-de-Lugdarès
2139,Saint-Étienne-de-Serre
2140,Saint-Étienne-de-Valoux
2141,Sainte-Eulalie
2142,Saint-Félicien
2143,Saint-Fortunat-sur-Eyrieux
2144,Saint-Genest-de-Beauzon
2145,Saint-Georges-les-Bains
2146,Saint-Germain
2147,Saint-Gineis-en-Coiron
2148,Saint-Jacques-d'Atticieux
2149,Saint-Jean-Chambre
2150,Saint-Jean-de-Muzols
2151,Saint-Jean-le-Centenier
2152,Saint-Jean-Roure
2154,Saint-Jeure-d'Ay
2155,Saint-Joseph-des-Bancs
2156,Saint-Julien-du-Gua
2157,Saint-Julien-du-Serre
2158,Saint-Julien-en-Saint-Alban
2159,Saint-Julien-le-Roux
2160,Saint-Julien-Vocance
2161,Saint-Just-d'Ardèche
2162,Saint-Lager-Bressac
2163,Saint-Laurent-du-Pape
2164,Saint-Laurent-les-Bains-Laval-d'Aurelle
2165,Saint-Laurent-sous-Coiron
2166,Saint-Marcel-d'Ardèche
2167,Saint-Marcel-lès-Annonay
2169,Saint-Martial
2170,Saint-Martin-d'Ardèche
2171,Saint-Martin-de-Valamas
2172,Saint-Maurice-d'Ardèche
2173,Saint-Maurice-d'Ibie
2174,Saint-Maurice-en-Chalencon
2176,Saint-Michel-d'Aurance
2177,Saint-Michel-de-Boulogne
2178,Saint-Michel-de-Chabrillanoux
2179,Saint-Montan
2180,Saint-Paul-le-Jeune
2181,Saint-Péray
2182,Saint-Pierre-de-Colombier
2185,Saint-Pierreville
2186,Saint-Pons
2187,Saint-Priest
2188,Saint-Privat
2189,Saint-Prix
2190,Saint-Remèze
2191,Saint-Romain-d'Ay
2192,Saint-Romain-de-Lerps
2193,Saint-Sauveur-de-Cruzières
2194,Saint-Sauveur-de-Montagut
2195,Saint-Sernin
2196,Saint-Sylvestre
2197,Saint-Symphorien-sous-Chomérac
2198,Saint-Symphorien-de-Mahun
2199,Saint-Thomé
2200,Saint-Victor
2201,Saint-Vincent-de-Barrès
2202,Saint-Vincent-de-Durfort
2203,Salavas
2204,Les Salelles
2205,Sampzon
2206,Sanilhac
2207,Sarras
2208,Satillieu
2209,Savas
2210,Sceautres
2211,Sécheras
2212,Serrières
2213,Silhac
2214,La Souche
2215,Soyons
2216,Talencieux
2217,Tauriers
2218,Le Teil
2219,Thorrenc
2220,Thueyts
2221,Toulaud
2222,Tournon-sur-Rhône
2223,Ucel
2225,Uzer
2226,Vagnas
2227,Valgorge
2228,Vallon-Pont-d'Arc
2229,Vals-les-Bains
2230,Valvignères
2231,Vanosc
2232,Vaudevant
2233,Vernon
2234,Vernosc-lès-Annonay
2235,Vernoux-en-Vivarais
2236,Vesseaux
2237,Veyras
2238,Villeneuve-de-Berg
2239,Villevocance
2240,Vinezac
2241,Vinzieux
2242,Vion
2243,Viviers
2244,Vocance
2245,Vogüé
2246,La Voulte-sur-Rhône
2247,Acy-Romance
2248,Aiglemont
2249,Aire
2250,Alincourt
2251,Alland'Huy-et-Sausseuil
2252,Amagne
2253,Ambly-Fleury
2254,Anchamps
2255,Angecourt
2256,Annelles
2257,Antheny
2258,Aouste
2259,Apremont
2263,Arnicourt
2264,Arreux
2266,Asfeld
2267,Attigny
2268,Aubigny-les-Pothées
2270,Aubrives
2274,Aussonce
2276,Autrecourt-et-Pourron
2278,Autry
2279,Avançon
2280,Avaux
2281,Les Ayvelles
2282,Baâlons
2283,Balan
2284,Balham
2285,Ballay
2286,Banogne-Recouvrance
2287,Barbaise
2288,Barby
2289,Bar-lès-Buzancy
2291,Bazeilles
2292,Beaumont-en-Argonne
2294,Belval
2296,Bergnicourt
2298,Bertoncourt
2299,La Besace
2300,Biermes
2303,Blagny
2304,Blanzy-la-Salonnaise
2305,Blombay
2308,Boult-aux-Bois
2309,Boulzicourt
2311,Bourg-Fidèle
2312,Bouvellemont
2313,Bogny-sur-Meuse
2315,Brévilly
2316,Brienne-sur-Aisne
2317,Brieulles-sur-Bar
2319,Brognon
2320,Bulson
2321,Cauroy
2323,Chagny
2324,Chalandry-Elaire
2325,Challerange
2327,Champigneul-sur-Vence
2329,La Chapelle
2330,Chappes
2331,Charbogne
2333,Charleville-Mézières
2335,Château-Porcien
2336,Chatel-Chéhéry
2337,Le Châtelet-sur-Sormonne
2338,Le Châtelet-sur-Retourne
2339,Chesnois-Auboncourt
2340,Cheveuges
2342,Chilly
2343,Chooz
2345,Clavy-Warby
2346,Cliron
2347,Condé-lès-Herpy
2351,Corny-Machéroménil
2352,Coucy
2354,La Croix-aux-Bois
2355,Daigny
2356,Damouzy
2357,Les Deux-Villes
2358,Deville
2359,Dommery
2360,Donchery
2362,Doux
2365,L'Écaille
2366,L'Échelle
2367,Écly
2368,Écordal
2369,Escombres-et-le-Chesnois
2371,Étalle
2372,Éteignières
2373,Étrépigny
2374,Euilly-et-Lombut
2375,Évigny
2377,Fagnon
2378,Faissault
2379,Falaise
2381,Fépin
2383,La Ferté-sur-Chiers
2384,Fleigneux
2386,Fligny
2388,Floing
2389,Foisches
2391,Fraillicourt
2392,Francheval
2393,La Francheville
2396,Fumay
2398,Gernelle
2399,Gespunsart
2400,Givet
2401,Givonne
2403,Givry
2404,Glaire
2405,Gomont
2408,La Grandville
2409,Grivy-Loisy
2411,Gué-d'Hossus
2412,Guignicourt-sur-Vence
2415,Ham-les-Moines
2416,Ham-sur-Meuse
2417,Hannappes
2418,Hannogne-Saint-Martin
2419,Hannogne-Saint-Rémy
2420,Haraucourt
2421,Harcy
2422,Hargnies
2424,Haudrecy
2426,Hauteville
2427,Hauviné
2428,Haybes
2429,Herbeuval
2430,Herpy-l'Arlésienne
2431,Hierges
2432,La Horgne
2433,Houdilcourt
2434,Houldizy
2435,Illy
2437,Inaumont
2438,Issancourt-et-Rumel
2439,Jandun
2440,Joigny-sur-Meuse
2442,Juniville
2443,Justine-Herbigny
2444,Lalobbe
2448,Landrichamps
2449,Launois-sur-Vence
2450,Laval-Morency
2451,Leffincourt
2453,Létanne
2454,Liart
2455,Linay
2457,Logny-Bogny
2459,Lonny
2460,Lucquy
2461,Lumes
2462,Machault
2468,Marcq
2469,Margny
2470,Margut
2471,Marlemont
2475,Matton-et-Clémency
2476,Maubert-Fontaine
2477,Mazerny
2478,Les Mazures
2479,Ménil-Annelles
2480,Ménil-Lépinois
2482,Messincourt
2483,Mogues
2484,Moiry
2485,La Moncelle
2486,Mondigny
2487,Montcheutin
2488,Montcornet
2489,Montcy-Notre-Dame
2492,Monthois
2494,Montigny-sur-Vence
2500,Murtin-et-Bogny
2501,Nanteuil-sur-Aisne
2502,Neuflize
2504,Neufmanil
2505,La Neuville-à-Maire
2506,La Neuville-aux-Joûtes
2507,La Neuville-en-Tourne-à-Fuy
2508,Neuville-Day
2509,Neuville-lès-This
2510,La Neuville-lès-Wasigny
2511,Neuvizy
2513,Nouvion-sur-Meuse
2514,Novy-Chevrières
2515,Noyers-Pont-Maugis
2519,Osnes
2520,Pauvres
2521,Perthes
2522,Poilcourt-Sydney
2523,Poix-Terron
2524,Pouru-aux-Bois
2525,Pouru-Saint-Remy
2526,Prix-lès-Mézières
2527,Puilly-et-Charbeaux
2528,Puiseux
2529,Pure
2530,Quatre-Champs
2532,Raillicourt
2533,Rancennes
2534,Raucourt-et-Flaba
2535,Regniowez
2536,Remaucourt
2537,Remilly-Aillicourt
2538,Remilly-les-Pothées
2539,Renneville
2540,Renwez
2541,Revin
2542,Rilly-sur-Aisne
2543,Rimogne
2544,Roizy
2545,La Romagne
2547,Rumigny
2548,La Sabotterie
2549,Sachy
2550,Sailly
2551,Saint-Aignan
2552,Saint-Clément-à-Arnes
2553,Saint-Étienne-à-Arnes
2554,Saint-Germainmont
2555,Saint-Jean-aux-Bois
2557,Saint-Lambert-et-Mont-de-Jeux
2558,Saint-Laurent
2559,Saint-Loup-en-Champagne
2560,Saint-Loup-Terrier
2561,Saint-Marceau
2562,Saint-Marcel
2564,Saint-Menges
2565,Saint-Morel
2568,Saint-Pierre-sur-Vence
2569,Saint-Quentin-le-Petit
2572,Sapogne-sur-Marche
2573,Sapogne-et-Feuchères
2574,Saulces-Champenoises
2575,Saulces-Monclin
2576,Sault-lès-Rethel
2577,Sault-Saint-Remy
2578,Sauville
2579,Savigny-sur-Aisne
2581,Sécheval
2582,Sedan
2583,Semide
2585,Senuc
2586,Sery
2587,Seuil
2588,Sévigny-la-Forêt
2589,Sévigny-Waleppe
2591,Singly
2592,Sommauthe
2595,Sorbon
2596,Sorcy-Bauthémont
2597,Sormonne
2599,Sugny
2600,Sury
2603,Tagnon
2604,Taillette
2605,Taizy
2606,Tannay
2607,Tarzy
2608,Tétaigne
2609,Thelonne
2611,Thin-le-Moutier
2612,This
2613,Le Thour
2614,Thugny-Trugny
2618,Tournavaux
2619,Tournes
2620,Tourteron
2621,Tremblois-lès-Carignan
2622,Tremblois-lès-Rocroi
2623,Vandy
2624,Vaux-Champagne
2629,Vaux-Montreuil
2630,Vaux-Villaine
2633,Vieux-lès-Asfeld
2634,Villers-devant-le-Thour
2636,Villers-le-Tilleul
2637,Villers-le-Tourneur
2638,Villers-Semeuse
2639,Villers-sur-Bar
2640,Villers-sur-le-Mont
2641,Ville-sur-Lumes
2643,Villy
2644,Vireux-Molhain
2645,Vireux-Wallerand
2646,Vivier-au-Court
2647,Voncq
2648,Vrigne aux Bois
2649,Vrigne-Meuse
2650,Wadelincourt
2651,Wagnon
2652,Warcq
2653,Warnécourt
2654,Wasigny
2658,Yvernaumont
2660,Aigues-Vives
2661,L'Aiguillon
2662,Albiès
2663,Aleu
2666,Alos
2667,Alzen
2671,Argein
2672,Arignac
2673,Arnave
2676,Artigat
2678,Artix
2679,Arvigna
2680,Ascou
2681,Aston
2683,Audressein
2685,Aulus-les-Bains
2686,Auzat
2688,Ax-les-Thermes
2692,La Bastide-de-Besplas
2693,La Bastide-de-Bousignac
2694,La Bastide-de-Lordat
2695,La Bastide-du-Salat
2696,La Bastide-de-Sérou
2697,La Bastide-sur-l'Hers
2698,Baulou
2699,Bédeilhac-et-Aynat
2701,Bélesta
2703,Bénac
2704,Benagues
2705,Bénaix
2706,Besset
2708,Betchat
2709,Bethmale
2710,Bézac
2711,Biert
2712,Bompas
2713,Bonac-Irazein
2714,Bonnac
2715,Les Bordes-sur-Arize
2716,Bordes-Uchentein
2717,Le Bosc
2719,Boussenac
2720,Brassac
2721,Brie
2724,Les Cabannes
2725,Cadarcet
2727,Camarade
2728,Camon
2729,Campagne-sur-Arize
2730,Canté
2731,Capoulet-et-Junac
2733,Carla-Bayle
2734,Carla-de-Roquefort
2735,Le Carlaret
2736,Castelnau-Durban
2739,Castillon-en-Couserans
2740,Caumont
2745,Cazavet
2747,Celles
2748,Cérizols
2749,Cescau
2753,Cos
2754,Coussa
2755,Coutens
2756,Crampagna
2757,Dalou
2758,Daumazan-sur-Arize
2759,Dreuilhe
2760,Durban-sur-Arize
2761,Durfort
2763,Engomer
2764,Ercé
2765,Erp
2766,Esclagne
2767,Escosse
2769,Esplas-de-Sérou
2770,Eycheil
2771,Fabas
2772,Ferrières-sur-Ariège
2773,Foix
2775,Le Fossat
2776,Fougax-et-Barrineuf
2779,Gajan
2780,Galey
2781,Ganac
2782,Garanou
2783,Gaudiès
2787,Gudas
2788,L'Herm
2792,Ilhat
2794,Les Issards
2796,Labatut
2797,Lacave
2798,Lacourt
2799,Lagarde
2802,Lapenne
2806,Laroque-d'Olmes
2807,Lasserre
2809,Lavelanet
2810,Léran
2813,Lescure
2814,Lesparrou
2815,Leychert
2816,Lézat-sur-Lèze
2817,Lieurac
2818,Limbrassac
2819,Lissac
2822,Loubens
2823,Loubières
2825,Luzenac
2826,Madière
2829,Manses
2830,Le Mas-d'Azil
2831,Massat
2834,Mazères
2836,Mercenac
2837,Mérens-les-Vals
2839,Miglos
2841,Mirepoix
2845,Montardit
2846,Montaut
2849,Montégut-Plantaurel
2850,Montels
2851,Montesquieu-Avantès
2853,Montferrier
2854,Montgaillard
2855,Montgauch
2856,Montoulieu
2857,Montségur
2859,Moulin-Neuf
2860,Moulis
2861,Nalzen
2863,Niaux
2865,Orgibet
2866,Orlu
2867,Ornolac-Ussat-les-Bains
2869,Oust
2870,Pailhès
2871,Pamiers
2873,Péreille
2874,Perles-et-Castelet
2875,Le Peyrat
2877,Le Port
2880,Pradières
2881,Prat-Bonrepaux
2882,Prayols
2884,Les Pujols
2885,Quérigut
2886,Quié
2887,Rabat-les-Trois-Seigneurs
2890,Rieucros
2891,Rieux-de-Pelleport
2892,Rimont
2893,Rivèrenert
2894,Roquefixade
2896,Roumengoux
2898,Sabarat
2899,Saint-Amadou
2902,Sainte-Croix-Volvestre
2903,Saint-Félix-de-Rieutord
2904,Saint-Félix-de-Tournegat
2906,Saint-Girons
2907,Saint-Jean-d'Aigues-Vives
2909,Saint-Jean-du-Falga
2911,Saint-Lary
2912,Saint-Lizier
2913,Saint-Martin-de-Caralp
2914,Saint-Martin-d'Oydes
2916,Saint-Paul-de-Jarrat
2917,Saint-Pierre-de-Rivière
2918,Saint-Quentin-la-Tour
2919,Saint-Quirc
2920,Saint-Victor-Rouzaud
2921,Saint-Ybars
2923,Sautel
2924,Saverdun
2925,Savignac-les-Ormeaux
2926,Ségura
2927,Seix
2929,Lorp-Sentaraille
2930,Sentein
2933,Serres-sur-Arget
2935,Siguer
2936,Aulos-Sinsat
2939,Soula
2940,Soulan
2941,Surba
2943,Tabre
2944,Taurignan-Castet
2945,Taurignan-Vieux
2946,Teilhet
2949,La Tour-du-Crieu
2950,Tourtouse
2951,Tourtrol
2954,Unac
2957,Ussat
2959,Varilhes
2961,Vèbre
2962,Ventenac
2963,Verdun
2964,Vernajoul
2966,Le Vernet
2967,Verniolle
2968,Val-de-Sos
2970,Villeneuve-d'Olmes
2971,Villeneuve-du-Latou
2972,Villeneuve-du-Paréage
2973,Vira
2974,Viviès
2975,Sainte-Suzanne
2976,Ailleville
2977,Allibaudières
2978,Amance
2979,Arcis-sur-Aube
2980,Arconville
2981,Argançon
2984,Arrentières
2985,Arsonval
2986,Assenay
2987,Assencières
2988,Aubeterre
2989,Aulnay
2990,Auxon
2991,Avant-lès-Marcilly
2992,Avant-lès-Ramerupt
2993,Avirey-Lingey
2994,Avon-la-Pèze
2995,Avreuil
2996,Bagneux-la-Fosse
2999,Balnot-la-Grange
3000,Balnot-sur-Laignes
3001,Barberey-Saint-Sulpice
3002,Baroville
3003,Bar-sur-Aube
3004,Bar-sur-Seine
3005,Bayel
3006,Bercenay-en-Othe
3007,Bercenay-le-Hayer
3008,Bergères
3009,Bernon
3011,Bérulle
3012,Bessy
3014,Beurey
3015,Blaincourt-sur-Aube
3017,Bligny
3018,Les Bordes-Aumont
3019,Bossancourt
3020,Bouilly
3021,Boulages
3022,Bouranton
3023,Bourdenay
3024,Bourguignons
3025,Bouy-Luxembourg
3027,Braux
3028,Brévonnes
3029,Briel-sur-Barse
3030,Brienne-la-Vieille
3031,Brienne-le-Château
3033,Bucey-en-Othe
3034,Buxeuil
3035,Buxières-sur-Arce
3036,Celles-sur-Ource
3039,Chalette-sur-Voire
3040,Chamoy
3041,Champfleury
3042,Champignol-lez-Mondeville
3043,Champigny-sur-Aube
3045,Channes
3046,Chaource
3047,La Chapelle-Saint-Luc
3048,Chapelle-Vallon
3049,Chappes
3051,Charny-le-Bachot
3053,Châtres
3054,Chauchigny
3055,Chaudrey
3056,Chauffour-lès-Bailly
3058,Chavanges
3059,Le Chêne
3060,Chennegy
3061,Chervey
3062,Chesley
3063,Chessy-les-Prés
3064,Clérey
3065,Coclois
3066,Colombé-la-Fosse
3067,Colombé-le-Sec
3068,Cormost
3070,Courceroy
3071,Coursan-en-Othe
3073,Courtenot
