SIRSé; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune et arrondissement; ; ; ; ; ; ; ; ; 
Code;Libellé;Population des moins de 18 ans 2016;Nombre de chômeurs chez les 15-64 ans (RP) 2016;Nombre de chômeurs chez les 15-24 ans (RP) 2016;Nombre de résidences principales en HLM 2016;Revenu fiscal médian 2016;Population des 65 ans ou plus 2016;Taux de natalité 2016;Population municipale 2016
33328;Pomerol;115;37;10;31;21380;159;16.2;618
33329;Pompéjac;61;13;3;0;19626;50;11.6;258
33330;Pompignac;644;103;25;16;27392;614;9.5;2938
33331;Pondaurat;122;29;6;0;18674;93;10.6;473
33332;Porchères;175;53;9;0;18896;180;7.8;896
33333;Le Porge;732;155;22;16;21434;526;11.6;3030
33334;Portets;656;135;32;0;21564;445;10.8;2686
33335;Le Pout;178;26;6;0;22950;87;8.4;596
33336;Préchac;173;62;14;7;19148;326;4;1012
33337;Preignac;476;155;30;0;18596;443;11.6;2150
33339;Prignac-et-Marcamps;288;91;19;7;21288;260;7.2;1384
33341;Pugnac;521;107;25;51;19654;474;10.9;2292
33342;Puisseguin;185;42;13;0;21898;175;3.4;873
33343;Pujols-sur-Ciron;166;45;7;0;21732;133;15.2;789
33344;Pujols;101;38;8;18;18104;132;3.7;544
33345;Le Puy;87;23;3;0;21138;95;10.1;398
33346;Puybarban;110;25;2;0;17926;85;2.4;418
33347;Puynormand;73;14;5;0;18448;49;6.6;302
33348;Queyrac;248;101;27;0;18782;382;6.6;1369
33349;Quinsac;533;86;12;48;25268;434;10.6;2174
33350;Rauzan;283;88;17;36;18154;272;6.6;1210
33351;Reignac;361;127;28;10;16777;326;4.5;1555
33352;La Réole;889;368;85;198;14692;960;12.2;4265
33353;Rimons;40;18;1;0;17092;44;5.3;190
33354;Riocaud;42;9;1;0;18150;28;10.9;184
33355;Rions;333;98;20;42;19500;289;7.7;1565
33356;La Rivière;95;29;7;4;19520;71;12;415
33357;Roaillan;480;76;21;1;23134;223;13.8;1667
33358;Romagne;131;36;7;2;19158;53;6.6;457
33359;Roquebrune;59;21;7;0;16070;62;29.2;274
33360;La Roquille;89;22;11;6;16980;68;8.9;338
33361;Ruch;154;31;11;0;19528;106;8.3;601
33362;Sablons;331;73;16;9;19160;222;6.6;1358
33363;Sadirac;1133;177;38;72;22976;561;11.3;4157
33364;Saillans;107;15;2;0;20216;77;7.5;399
33365;Saint-Aignan;42;11;4;0;21260;60;0;213
33366;Saint-André-de-Cubzac;2671;776;182;477;20364;1785;12.3;11127
33367;Saint-André-du-Bois;98;19;2;1;19460;88;23.1;432
33369;Saint-André-et-Appelles;137;35;4;0;19140;190;2.9;698
33370;Saint-Androny;96;45;18;8;18978;102;10.8;558
33372;Saint-Antoine-du-Queyret;12;2;0;0;N/A;13;0;64
33373;Saint-Antoine-sur-l'Isle;137;42;5;4;17762;117;12;584
33374;Saint-Aubin-de-Blaye;214;61;16;1;16510;142;10.9;829
33375;Saint-Aubin-de-Branne;62;21;3;1;23278;93;8.6;350
33376;Saint-Aubin-de-Médoc;1844;297;67;247;29884;1186;6.6;7147
33377;Saint-Avit-de-Soulège;19;1;0;0;N/A;15;0;79
33378;Saint-Avit-Saint-Nazaire;333;90;20;53;18070;318;11.5;1478
33379;Saint-Brice;49;7;2;0;17044;79;3.2;316
33380;Val-de-Livenne;415;99;15;35;N/A;402;9.8;1739
33381;Saint-Caprais-de-Bordeaux;768;146;37;85;23116;457;10.9;3201
33382;Saint-Christoly-de-Blaye;463;118;26;26;17320;405;9.6;1983
33383;Saint-Christoly-Médoc;49;20;5;0;19068;69;6.9;288
33384;Saint-Christophe-des-Bardes;95;26;7;11;21132;102;13.5;443
33385;Saint-Christophe-de-Double;170;63;13;1;17170;144;5.5;725
33386;Saint-Cibard;33;5;3;0;19045;40;5.6;179
33387;Saint-Ciers-d'Abzac;367;75;14;10;18886;172;10.1;1390
33388;Saint-Ciers-de-Canesse;206;58;20;8;18622;127;10.9;822
33389;Saint-Ciers-sur-Gironde;636;182;40;81;17409;744;11.6;3025
33390;Sainte-Colombe;100;18;2;0;20202;78;16.7;420
33391;Saint-Côme;69;19;5;0;19912;78;6.3;319
33392;Sainte-Croix-du-Mont;234;62;13;26;17534;154;11.1;901
33393;Saint-Denis-de-Pile;1336;305;71;115;19226;1084;12;5411
33394;Saint-Émilion;368;100;19;51;23200;436;9.6;1876
33395;Saint-Estèphe;350;100;24;20;18880;342;6.2;1625
33396;Saint-Étienne-de-Lisse;56;12;5;1;20140;49;20.1;249
33397;Sainte-Eulalie;1083;278;70;164;22194;799;11;4547
33398;Saint-Exupéry;39;11;4;0;19894;21;12.1;165
33399;Saint-Félix-de-Foncaude;49;16;3;0;17544;69;6.8;292
33400;Saint-Ferme;77;17;2;0;20532;82;5.7;353
33401;Sainte-Florence;31;9;1;0;20057;28;13.5;148
33402;Sainte-Foy-la-Grande;569;288;57;221;10298;696;15.3;2484
33403;Sainte-Foy-la-Longue;34;9;4;0;19406;19;41.3;121
33404;Sainte-Gemme;36;4;2;0;16916;57;10.3;194
33405;Saint-Genès-de-Blaye;115;25;6;1;22514;88;6.2;484
33406;Saint-Genès-de-Castillon;89;20;2;0;19488;81;15.2;394
33407;Saint-Genès-de-Fronsac;213;40;9;0;21452;112;19.2;782
33408;Saint-Genès-de-Lombaud;116;20;4;0;24370;45;7.6;395
33409;Saint-Genis-du-Bois;16;3;0;0;N/A;21;0;90
33411;Saint-Germain-de-Grave;45;10;1;0;17618;28;6.3;160
33412;Saint-Germain-d'Esteuil;288;62;19;0;19494;267;8.2;1218
33413;Saint-Germain-du-Puch;471;124;21;0;23854;416;8.8;2152
33414;Saint-Germain-de-la-Rivière;93;18;0;0;20514;69;13.2;378
33415;Saint-Gervais;495;131;33;25;21505;221;14.1;1845
33416;Saint-Girons-d'Aiguevives;198;75;20;1;18404;200;7.3;960
33417;Sainte-Hélène;734;127;26;75;22898;384;11.9;2767
33418;Saint-Hilaire-de-la-Noaille;75;10;6;0;20810;72;5.2;381
33419;Saint-Hilaire-du-Bois;19;2;0;0;N/A;19;13.2;76
33420;Saint-Hippolyte;28;12;2;0;21836;19;7.2;138
33421;Saint-Jean-de-Blaignac;89;22;3;0;21986;86;11.4;438
33422;Saint-Jean-d'Illac;1996;377;85;329;25840;879;10.4;8156
33423;Saint-Julien-Beychevelle;129;30;7;0;20268;108;13.6;587
33424;Saint-Laurent-Médoc;1133;280;54;116;19994;713;12.4;4580
33425;Saint-Laurent-d'Arce;368;52;13;0;21827;227;12.5;1438
33426;Saint-Laurent-des-Combes;46;12;2;0;22826;60;0;262
33427;Saint-Laurent-du-Bois;70;5;0;0;17366;37;3.9;254
33428;Saint-Laurent-du-Plan;17;5;1;0;N/A;20;10.4;96
33429;Saint-Léger-de-Balson;89;30;8;9;17890;56;2.9;343
33431;Saint-Léon;87;19;5;0;20968;40;2.9;341
33432;Saint-Loubert;75;20;6;1;19264;20;21.8;229
33433;Saint-Loubès;2346;503;96;419;22582;1489;12.9;9375
33434;Saint-Louis-de-Montferrand;507;169;34;94;19842;321;15.8;2158
33435;Saint-Macaire;545;160;31;49;18174;421;6.7;2088
33436;Saint-Magne;247;54;14;10;20278;176;8.4;953
33437;Saint-Magne-de-Castillon;404;92;30;0;19050;553;10.6;1989
33438;Saint-Maixant;522;102;20;16;19182;350;10;1894
33439;Saint-Mariens;420;97;27;3;18932;253;13.7;1601
33440;Saint-Martial;48;20;6;0;20990;37;4.1;244
33441;Saint-Martin-Lacaussade;215;74;19;6;21530;239;7.4;1086
33442;Saint-Martin-de-Laye;122;38;9;0;20250;100;12.9;541
33443;Saint-Martin-de-Lerm;33;3;0;0;22070;37;0;138
33444;Saint-Martin-de-Sescas;156;25;2;0;19196;120;14.9;603
33445;Saint-Martin-du-Bois;217;61;14;0;19374;114;10.5;856
33446;Saint-Martin-du-Puy;41;11;4;0;20904;38;26.3;190
33447;Saint-Médard-de-Guizières;534;219;37;88;17286;488;10.1;2373
33448;Saint-Médard-d'Eyrans;683;149;29;21;23664;440;12.9;2944
33449;Saint-Médard-en-Jalles;6934;1478;311;2155;25068;5873;9.6;30956
33450;Saint-Michel-de-Castelnau;39;25;1;1;14076;56;4.3;230
33451;Saint-Michel-de-Fronsac;108;35;10;0;20370;122;17.4;516
33452;Saint-Michel-de-Rieufret;160;33;6;0;22686;109;10.7;748
33453;Saint-Michel-de-Lapujade;38;13;2;0;19336;46;0;224
33454;Saint-Morillon;463;77;17;19;25448;185;14.4;1665
33456;Saint-Palais;94;33;3;0;20066;100;15.7;510
33457;Saint-Pardon-de-Conques;147;31;5;0;21588;65;5.2;576
33458;Saint-Paul;191;58;13;1;18256;180;10.9;914
33459;Saint-Pey-d'Armens;24;7;0;0;21982;60;14.8;203
33460;Saint-Pey-de-Castets;135;26;6;0;19806;139;4.8;623
33461;Saint-Philippe-d'Aiguille;67;20;7;0;19848;81;8;373
33462;Saint-Philippe-du-Seignal;93;27;7;0;20548;121;4.2;480
33463;Saint-Pierre-d'Aurillac;290;78;18;74;18844;359;5.3;1329
33464;Saint-Pierre-de-Bat;67;21;5;0;20996;57;9.5;317
33465;Saint-Pierre-de-Mons;315;58;15;25;20868;153;11.8;1184
33466;Saint-Quentin-de-Baron;640;171;48;16;19094;210;13.8;2398
33467;Saint-Quentin-de-Caplong;34;11;4;0;20669;74;8.2;245
33468;Sainte-Radegonde;102;17;5;9;18880;94;8.5;468
33470;Saint-Romain-la-Virvée;198;50;12;0;23056;158;12.6;872
33471;Saint-Sauveur;273;75;16;2;21830;258;7.6;1311
33472;Saint-Sauveur-de-Puynormand;76;17;7;1;19750;67;5.6;359
33473;Saint-Savin;835;178;35;89;18370;595;9.4;3193
33474;Saint-Selve;805;116;24;1;24680;288;14;2865
33475;Saint-Seurin-de-Bourg;95;24;4;0;19442;64;5;402
33476;Saint-Seurin-de-Cadourne;146;61;17;0;17710;170;14;713
33477;Saint-Seurin-de-Cursac;140;65;16;28;20392;172;9;781
33478;Saint-Seurin-sur-l'Isle;644;261;49;171;16612;836;13;3160
33479;Saint-Sève;63;19;5;0;19644;45;7.9;254
33480;Saint-Sulpice-de-Faleyrens;235;88;20;66;21388;340;6.5;1379
33481;Saint-Sulpice-de-Guilleragues;41;7;0;0;18342;48;8.8;227
33482;Saint-Sulpice-de-Pommiers;44;10;2;0;17676;37;21.7;230
33483;Saint-Sulpice-et-Cameyrac;990;216;50;160;23636;1058;8.3;4584
33484;Saint-Symphorien;406;111;35;89;18558;475;11.4;1840
33485;Sainte-Terre;410;80;15;0;20310;446;9;1891
33486;Saint-Trojan;85;18;4;0;20150;72;14.7;341
33487;Saint-Vincent-de-Paul;214;75;15;11;19941;149;12.9;1011
33488;Saint-Vincent-de-Pertignas;72;28;4;0;19362;91;5.2;383
33489;Saint-Vivien-de-Blaye;85;19;4;0;21272;69;0;369
33490;Saint-Vivien-de-Médoc;271;109;21;16;18976;626;7.9;1766
33491;Saint-Vivien-de-Monségur;58;13;2;0;16630;97;8.4;358
33492;Saint-Yzan-de-Soudiac;654;196;44;79;17544;305;14.4;2369
33493;Saint-Yzans-de-Médoc;58;27;5;0;20924;86;5.2;388
33494;Salaunes;276;39;7;0;23742;120;16.1;996
33496;Salleboeuf;516;99;25;18;24856;492;10.7;2420
33498;Salles;1769;391;76;175;22396;1134;7.9;6924
33499;Les Salles-de-Castillon;81;13;3;0;18846;82;10.6;378
33500;Samonac;79;29;5;1;18730;93;4.7;429
33501;Saucats;766;130;21;30;24458;363;14.2;2956
33502;Saugon;127;35;7;1;17504;66;17;470
33503;Saumos;118;21;3;0;21424;106;9.3;538
33504;Sauternes;208;47;8;2;21432;131;11.5;783
33505;La Sauve;362;79;19;25;20270;224;6.2;1458
33506;Sauveterre-de-Guyenne;306;91;18;113;16552;494;12;1755
33507;Sauviac;62;20;3;2;18440;74;0;321
33508;Savignac;162;32;9;1;19474;106;4.7;637
33509;Savignac-de-l'Isle;96;28;5;0;20658;119;9.9;507
33510;Semens;57;6;0;0;20232;21;15.2;198
33511;Sendets;70;18;2;0;18002;71;0;336
33512;Sigalens;91;17;5;0;17690;80;5.3;380
33513;Sillas;20;6;1;0;16139;30;0;119
33514;Soulac-sur-Mer;297;146;37;139;19828;1214;4.1;2716
33515;Soulignac;83;20;4;0;19054;81;16.1;434
33516;Soussac;51;10;1;0;18204;30;10.7;187
33517;Soussans;424;97;27;0;20950;261;13.5;1624
33518;Tabanac;247;46;9;0;22590;207;15.7;1082
33519;Le Taillan-Médoc;2389;453;130;428;25680;1636;10.6;10082
33520;Taillecavat;76;26;5;0;15938;58;3.2;312
33521;Talais;140;64;8;0;16668;214;6.8;731
33522;Talence;7036;3403;1064;4027;21940;5791;11;42712
33523;Targon;441;102;25;47;20074;440;8.2;2063
33524;Tarnès;72;20;10;1;22194;56;6.3;316
33525;Tauriac;285;86;21;1;18936;208;10.9;1289
33526;Tayac;31;5;0;0;18608;31;7.6;131
33527;Le Teich;1780;493;111;371;22388;1357;9.8;7730
33528;Le Temple;128;32;11;0;22518;96;14.9;605
33529;La Teste-de-Buch;4585;1760;357;1347;22336;7266;8.2;26168
33530;Teuillac;216;47;8;0;20542;144;7.9;890
33531;Tizac-de-Curton;73;9;2;0;21944;63;18.8;320
33532;Tizac-de-Lapouyade;97;31;6;1;21458;103;8.3;482
33533;Toulenne;624;181;39;142;18380;546;8.6;2549
33534;Le Tourne;194;46;8;2;20778;142;2.5;812
33535;Tresses;1019;221;62;270;24556;815;9.9;4557
33536;Le Tuzan;71;19;3;0;18566;34;6.9;289
33537;Uzeste;82;23;1;0;18932;99;12.2;411
33538;Valeyrac;148;27;3;0;17050;110;3.6;552
33539;Vayres;942;199;45;92;21338;665;14.3;3859
33540;Vendays-Montalivet;365;177;30;27;19011;815;7.3;2464
33541;Vensac;172;67;12;0;19276;289;5.1;972
33542;Vérac;256;52;18;24;20034;119;10.9;921
33543;Verdelais;251;76;16;26;17964;178;9.7;1034
33544;Le Verdon-sur-Mer;167;124;17;43;18930;513;2.2;1343
33545;Vertheuil;265;53;10;1;19920;285;9.4;1272
33546;Vignonet;107;30;5;0;21216;101;6.1;495
33547;Villandraut;242;66;5;21;18538;242;6.8;1024
33548;Villegouge;298;91;20;26;20738;172;14.3;1259
33549;Villenave-de-Rions;67;9;0;0;22518;74;0;315
33550;Villenave-d'Ornon;6688;2063;490;2433;22010;5725;13.6;32750
33551;Villeneuve;74;37;9;4;16716;96;7.6;393
33552;Virelade;263;56;11;0;21022;151;10.5;1050
33553;Virsac;285;27;1;2;21451;170;14.3;1122
33554;Yvrac;570;151;36;74;24096;644;13.6;2786
33555;Marcheprime;1184;254;58;107;22758;556;9.9;4663
34001;Abeilhan;371;118;32;21;18928;344;13.3;1660
34002;Adissan;325;75;14;10;17896;207;17.8;1183
34003;Agde;4707;2967;496;759;18000;8520;9.8;27681
34004;Agel;43;20;0;0;14798;74;13.2;227
34005;Agonès;57;13;2;1;20854;52;0;257
34006;Aigne;48;20;2;0;15592;75;3.7;270
34007;Aigues-Vives;84;34;9;0;16511;135;15;468
34008;Les Aires;124;32;7;9;18342;146;6.5;613
34009;Alignan-du-Vent;365;124;28;11;19694;435;8.7;1729
34010;Aniane;660;213;39;59;20106;643;9.8;2947
34011;Arboras;31;12;0;0;19082;21;0;126
34012;Argelliers;268;51;11;0;23432;147;3.9;1037
34013;Aspiran;380;124;25;10;16958;390;9.1;1641
34014;Assas;273;57;13;1;30062;370;8.6;1510
34015;Assignan;29;9;0;0;15170;47;6.1;164
34016;Aumelas;120;22;3;0;21908;88;13.4;524
34017;Aumes;118;29;2;0;20630;107;8.2;490
34018;Autignac;191;56;16;1;18668;205;12.2;904
34019;Avène;34;22;3;7;16196;92;3.4;294
34020;Azillanet;60;38;8;0;16428;106;5.4;368
34021;Babeau-Bouldoux;60;25;3;0;16480;73;3.4;298
34022;Baillargues;1751;483;94;254;23708;1215;11.6;7421
34023;Balaruc-les-Bains;1143;436;94;305;21022;2056;5.4;6805
34024;Balaruc-le-Vieux;573;144;36;49;22442;591;9.5;2644
34025;Bassan;458;111;27;11;19960;510;7.7;2091
34026;Beaufort;39;13;1;0;19245;55;18.6;215
34027;Beaulieu;429;103;21;45;23948;313;10.4;1835
34028;Bédarieux;1030;576;128;147;16302;1668;7.4;5824
34029;Bélarga;162;38;10;9;17018;100;15.4;586
34030;Berlou;31;15;2;0;15668;57;0;199
34031;Bessan;1052;453;108;109;17725;1102;11.5;4975
34032;Béziers;16595;6637;1432;5319;14124;17381;14.5;76493
34033;Boisseron;499;118;23;2;21988;360;10.8;1946
34034;Boisset;4;4;0;0;N/A;14;0;42
34035;La Boissière;229;56;11;0;24055;181;5.9;1021
34036;Le Bosc;305;77;13;0;18986;276;15;1337
34037;Boujan-sur-Libron;625;199;35;86;21268;941;13.7;3366
34038;Le Bousquet-d'Orb;275;119;18;133;16694;535;7.6;1574
34039;Bouzigues;304;94;21;0;22674;457;7.1;1690
34040;Brenas;4;4;0;0;N/A;15;0;52
34041;Brignac;267;41;7;6;18198;91;12.7;865
34042;Brissac;136;40;10;0;20186;115;4.9;617
34043;Buzignargues;78;12;2;3;23132;47;18.6;323
34044;Cabrerolles;69;25;7;0;18728;75;6;332
34045;Cabrières;89;42;7;13;17772;118;0;479
34046;Cambon-et-Salvergues;5;2;1;0;N/A;17;0;48
34047;Campagnan;155;26;3;0;19562;150;4.6;658
34048;Campagne;84;14;1;0;21502;45;9.4;319
34049;Camplong;37;17;5;0;16300;80;12.8;235
34050;Candillargues;457;85;23;5;22828;186;7.7;1688
34051;Canet;980;232;39;20;19782;597;12;3511
34052;Capestang;650;220;40;23;18218;839;7.8;3194
34053;Carlencas-et-Levas;17;10;3;0;N/A;38;0;129
34054;Cassagnoles;13;12;3;0;N/A;25;0;100
34055;Castanet-le-Haut;43;13;0;5;16006;41;9.9;202
34056;Castelnau-de-Guers;236;99;25;14;18874;323;7.6;1191
34057;Castelnau-le-Lez;3559;1282;249;924;24224;3744;12.3;19257
34058;Castries;1372;322;65;259;24090;1278;8.8;6105
34059;La Caunette;46;22;0;2;14064;71;6.6;304
34060;Causse-de-la-Selle;81;25;6;0;18148;90;5.3;379
34061;Causses-et-Veyran;106;38;5;0;15808;175;13.3;601
34062;Caussiniojouls;21;5;0;0;17672;28;8.4;119
34063;Caux;470;173;36;6;18760;748;10.2;2554
34064;Le Caylar;81;29;5;38;15860;85;4.5;445
34065;Cazedarnes;141;36;6;8;18076;116;13.4;597
34066;Cazevieille;42;8;2;0;33374;37;10.9;184
34067;Cazilhac;332;75;19;0;19532;360;7.3;1508
34068;Cazouls-d'Hérault;96;30;7;0;19312;88;2.5;403
34069;Cazouls-lès-Béziers;1263;377;106;41;17842;946;10.7;4944
34070;Cébazan;123;38;3;5;18954;162;11.5;610
34071;Ceilhes-et-Rocozels;71;35;3;3;14856;84;6.2;323
34072;Celles;11;2;0;0;N/A;2;28.6;35
34073;Cers;585;166;37;59;18256;603;10.4;2490
34074;Cessenon-sur-Orb;454;132;32;30;18166;615;5.8;2249
34075;Cesseras;53;31;4;0;15564;114;5.2;384
34076;Ceyras;406;106;22;13;19769;188;8.5;1410
34077;Clapiers;1254;310;75;233;26980;1061;8.6;5473
34078;Claret;353;73;14;19;21884;291;13.9;1509
34079;Clermont-l'Hérault;1981;814;161;623;16160;2058;11.7;8742
34080;Colombières-sur-Orb;67;25;5;0;19663;149;6.3;477
34081;Colombiers;417;147;28;29;21574;594;8;2383
34082;Combaillaux;325;61;16;0;28696;228;4.9;1438
34083;Combes;27;22;7;0;19886;70;5.9;337
34084;Corneilhan;297;94;20;31;20172;470;9.9;1715
34085;Coulobres;75;23;8;0;22278;71;5.5;364
34086;Courniou;104;32;6;5;16632;160;6.7;596
34087;Cournonsec;910;196;38;135;21882;412;12.7;3315
34088;Cournonterral;1409;368;84;193;21356;1021;11.3;5950
34089;Creissan;288;97;19;23;18962;315;10.9;1370
34090;Le Crès;2014;535;126;398;23952;1899;9.5;9259
34091;Le Cros;8;1;0;0;N/A;16;18.5;54
34092;Cruzy;186;70;7;2;17204;260;7;998
34093;Dio-et-Valquières;27;7;0;0;18312;46;13.3;150
34094;Espondeilhan;222;62;10;2;20042;200;10.6;1040
34095;Fabrègues;1399;414;91;98;22568;1312;9.1;6914
34096;Faugères;95;32;8;5;18922;122;10;500
34097;Félines-Minervois;101;29;2;6;16936;125;2.1;474
34098;Ferrals-les-Montagnes;29;13;2;0;16506;46;0;178
34099;Ferrières-les-Verreries;11;5;0;0;N/A;13;0;52
34100;Ferrières-Poussarou;1;6;0;0;N/A;26;0;68
34101;Florensac;1006;365;85;147;18154;1300;10.8;4977
34102;Fontanès;76;18;2;0;26200;60;5.8;344
34103;Fontès;178;67;11;6;19642;298;4;1007
34104;Fos;18;12;3;0;N/A;16;10.3;97
34105;Fouzilhon;51;15;6;0;20274;61;8.3;240
34106;Fozières;17;7;1;0;20496;47;6;167
34107;Fraisse-sur-Agout;46;27;7;4;16978;101;5.9;338
34108;Frontignan;4491;1656;392;1233;19236;5185;10.8;22521
34109;Gabian;161;64;9;24;16634;261;10.7;841
34110;Galargues;174;37;9;0;20586;106;5.6;715
34111;Ganges;776;379;91;264;14570;1234;14;3987
34112;Garrigues;40;12;1;0;21539;36;5.7;174
34113;Gigean;1749;467;111;189;19722;814;12.9;6415
34114;Gignac;1568;436;99;241;18982;978;12.5;6074
34115;Gorniès;12;11;4;0;19444;61;0;127
34116;Grabels;1691;626;120;389;22636;1204;12.3;8281
34117;Graissessac;100;62;15;14;17687;205;6.1;656
34118;Guzargues;94;22;7;0;29787;106;0;516
34119;Hérépian;261;84;15;16;18254;443;9.3;1513
34120;Jacou;1637;362;76;340;23734;985;9.9;6785
34121;Joncels;62;19;5;1;17416;76;3.2;312
34122;Jonquières;97;32;3;0;19204;92;18.2;439
34123;Juvignac;2417;695;114;508;22016;2048;15.6;10864
34124;Lacoste;65;19;2;0;17850;87;15;334
34125;Lagamas;14;6;3;0;22356;26;18;111
34126;Lamalou-les-Bains;298;119;28;21;19940;1010;4.3;2542
34127;Lansargues;723;189;38;21;21890;507;9;3120
34128;Laroque;341;96;16;1;19532;461;9.2;1628
34129;Lattes;3075;989;184;472;25090;3814;10.1;16687
34130;Laurens;388;128;23;0;17755;383;8.4;1667
34131;Lauret;150;37;6;8;22732;71;10.1;595
34132;Lauroux;34;9;0;0;20926;55;5.1;195
34133;Lavalette;14;9;1;0;N/A;11;0;61
34134;Lavérune;695;180;44;88;22524;651;9.7;3191
34135;Lespignan;629;234;55;25;18656;727;11.1;3155
34136;Lézignan-la-Cèbe;390;130;27;26;16946;291;7.8;1546
34137;Liausson;17;10;2;0;17816;56;6.9;145
34138;Lieuran-Cabrières;69;23;3;0;19506;64;3.1;324
34139;Lieuran-lès-Béziers;316;71;9;3;20848;288;2.9;1391
34140;Lignan-sur-Orb;594;160;37;0;20962;765;7.1;3097
34141;La Livinière;102;33;10;19;16988;155;5.5;544
34142;Lodève;1635;719;150;491;14990;1891;9.2;7426
34143;Loupian;466;147;38;20;19498;412;9.8;2139
34144;Lunas;94;30;4;5;19526;208;6;669
34145;Lunel;6234;2173;432;1136;16340;4923;12.5;26002
34146;Lunel-Viel;940;274;59;135;19526;693;11.6;3876
34147;Magalas;859;200;52;40;19112;713;13;3313
34148;Maraussan;996;261;59;74;19378;994;12.5;4244
34149;Margon;172;49;13;14;18011;140;16.4;670
34150;Marseillan;1231;646;120;242;18126;2732;8;7773
34151;Marsillargues;1289;487;91;148;18751;1328;10.1;6227
34152;Mas-de-Londres;210;27;4;0;22622;58;6.1;658
34153;Les Matelles;459;77;16;1;26038;400;7.9;2015
34154;Mauguio;3235;1093;211;287;22768;4244;10.6;17073
34155;Maureilhan;460;142;26;5;19626;461;10.6;2085
34156;Mérifons;7;4;0;0;N/A;20;0;45
34157;Mèze;2135;882;216;472;18488;3254;7.8;11533
34158;Minerve;23;12;1;0;13890;32;7.7;130
34159;Mireval;688;179;27;49;22102;688;8.7;3315
34160;Mons;90;47;2;3;18062;171;8.6;584
34161;Montady;879;283;57;31;19620;894;9.7;3929
34162;Montagnac;1028;359;63;131;15548;1044;15.1;4310
34163;Montarnaud;990;204;41;98;22414;399;18.8;3456
34164;Montaud;250;43;11;13;24548;176;12.2;987
34165;Montbazin;728;158;34;75;21110;526;11.1;2975
34166;Montblanc;607;185;41;28;19466;691;9.2;2832
34167;Montels;53;20;3;0;18604;34;7.9;252
34168;Montesquieu;6;10;2;0;N/A;26;14.5;69
34169;Montferrier-sur-Lez;556;178;36;0;32522;977;8.3;3598
34170;Montouliers;31;16;4;2;17196;70;0;224
34171;Montoulieu;30;14;3;6;18976;27;12.4;161
34172;Montpellier;51390;27630;7034;23619;17036;40429;13.6;281613
34173;Montpeyroux;302;83;18;2;20110;281;10.5;1334
34174;Moulès-et-Baucels;187;64;14;0;18774;151;17;883
34175;Mourèze;42;16;2;1;18468;33;0;192
34176;Mudaison;608;131;31;29;23160;457;10.5;2563
34177;Murles;67;13;2;0;24882;70;9.9;302
34178;Murviel-lès-Béziers;700;229;53;89;17816;677;8.2;3051
34179;Murviel-lès-Montpellier;498;107;24;41;23890;310;7.4;1891
34180;Nébian;341;110;24;14;19230;252;9.3;1395
34181;Neffiès;246;81;8;12;18186;250;4.7;1062
34182;Nézignan-l'Évêque;461;117;26;47;19266;361;5.5;1818
34183;Nissan-lez-Enserune;850;318;66;53;18664;967;9.6;3967
34184;Nizas;139;58;6;7;19036;154;10.5;666
34185;Notre-Dame-de-Londres;99;31;7;0;22036;65;12.5;480
34186;Octon;113;48;7;15;17628;125;5.8;516
34187;Olargues;126;41;11;7;16822;173;2.9;682
34188;Olmet-et-Villecun;36;14;1;0;16810;41;0;172
34189;Olonzac;333;142;35;4;16404;511;5.5;1805
34190;Oupia;35;28;7;6;14920;78;12;251
34191;Pailhès;113;26;6;0;22112;129;12.4;564
34192;Palavas-les-Flots;858;458;60;322;20458;2019;9.4;6075
34193;Pardailhan;26;15;2;0;15606;43;0;185
34194;Paulhan;916;325;71;101;17370;890;10;3891
34195;Pégairolles-de-Buèges;7;3;0;0;N/A;17;0;46
34196;Pégairolles-de-l'Escalette;27;6;1;0;19286;38;12.7;157
34197;Péret;226;74;18;8;18043;215;9;1005
34198;Pérols;1765;550;113;61;25232;2187;6.8;9061
34199;Pézenas;1485;807;179;538;16428;2247;8.9;8187
34200;Pézènes-les-Mines;56;17;1;0;18610;39;0;244
34201;Pierrerue;32;12;2;0;18450;122;3.4;292
34202;Pignan;1633;390;94;240;22250;1168;11.7;6844
34203;Pinet;383;124;29;17;17736;320;15.4;1624
34204;Plaissan;259;74;18;2;18338;216;16.3;1107
34205;Les Plans;45;14;1;0;18358;80;14.3;280
34206;Poilhes;106;26;7;8;18966;155;7;568
34207;Pomérols;455;170;37;4;18537;591;9.3;2246
34208;Popian;90;16;3;0;20754;47;8.6;348
34209;Portiragnes;562;247;57;89;20035;972;7.9;3160
34210;Le Pouget;511;128;30;18;18362;412;13.3;2037
34211;Le Poujol-sur-Orb;222;102;17;24;16656;256;9.4;1069
34212;Poujols;35;8;5;0;18885;51;6.1;163
34213;Poussan;1393;368;92;36;20488;1087;12.7;6001
34214;Pouzolles;239;88;11;1;18388;299;10.4;1159
34215;Pouzols;252;58;14;9;21093;164;6.2;969
34216;Le Pradal;78;13;1;0;21442;65;3.1;323
34217;Prades-le-Lez;1277;271;65;168;24798;785;10.8;5451
34218;Prades-sur-Vernazobre;46;15;2;0;17732;107;6.5;309
34219;Prémian;85;45;8;5;17054;142;1.9;518
34220;Le Puech;45;13;0;0;19034;55;8.4;238
34221;Puéchabon;114;29;4;1;17494;109;4.1;483
34222;Puilacher;169;55;5;0;19361;59;12.7;552
